disp_id,client_id,account_id,type,bank_id
126,126,104,DISPONENT,3
127,127,105,OWNER,3
128,128,106,OWNER,1
129,129,107,OWNER,3
130,130,108,OWNER,3
131,131,109,OWNER,1
132,132,110,OWNER,1
134,134,112,OWNER,3
135,135,112,DISPONENT,3
136,136,113,OWNER,2
137,137,114,OWNER,1
138,138,115,OWNER,1
139,139,116,OWNER,2
140,140,116,DISPONENT,2
141,141,117,OWNER,2
142,142,118,OWNER,3
143,143,119,OWNER,2
144,144,120,OWNER,3
145,145,121,OWNER,1
146,146,122,OWNER,1
147,147,123,OWNER,2
148,148,123,DISPONENT,2
149,149,124,OWNER,2
150,150,125,OWNER,2
151,151,126,OWNER,1
152,152,127,OWNER,1
153,153,128,OWNER,2
154,154,129,OWNER,2
155,155,129,DISPONENT,2
156,156,130,OWNER,1
157,157,131,OWNER,2
158,158,132,OWNER,3
159,159,132,DISPONENT,3
160,160,133,OWNER,3
161,161,134,OWNER,1
162,162,135,OWNER,3
163,163,136,OWNER,2
164,164,137,OWNER,1
165,165,138,OWNER,2
166,166,138,DISPONENT,2
167,167,139,OWNER,1
168,168,140,OWNER,1
169,169,141,OWNER,1
170,170,141,DISPONENT,1
171,171,142,OWNER,1
172,172,142,DISPONENT,1
173,173,143,OWNER,1
174,174,144,OWNER,2
175,175,145,OWNER,1
176,176,146,OWNER,3
178,178,148,OWNER,1
179,179,149,OWNER,2
180,180,150,OWNER,2
181,181,151,OWNER,1
182,182,151,DISPONENT,1
183,183,152,OWNER,2
184,184,152,DISPONENT,2
185,185,153,OWNER,1
186,186,154,OWNER,3
187,187,155,OWNER,1
188,188,156,OWNER,1
189,189,157,OWNER,2
190,190,158,OWNER,2
191,191,158,DISPONENT,2
192,192,159,OWNER,3
193,193,160,OWNER,3
194,194,161,OWNER,3
195,195,162,OWNER,3
196,196,162,DISPONENT,3
197,197,163,OWNER,3
198,198,164,OWNER,2
199,199,165,OWNER,1
200,200,165,DISPONENT,1
201,201,166,OWNER,1
202,202,167,OWNER,1
203,203,168,OWNER,3
204,204,168,DISPONENT,3
205,205,169,OWNER,2
206,206,170,OWNER,2
207,207,171,OWNER,1
208,208,172,OWNER,3
209,209,172,DISPONENT,3
210,210,173,OWNER,3
211,211,173,DISPONENT,3
212,212,174,OWNER,2
215,215,176,OWNER,3
216,216,177,OWNER,3
217,217,178,OWNER,2
218,218,179,OWNER,3
219,219,180,OWNER,3
221,221,181,OWNER,1
222,222,182,OWNER,3
223,223,183,OWNER,2
224,224,184,OWNER,2
225,225,185,OWNER,1
226,226,186,OWNER,2
227,227,187,OWNER,3
228,228,188,OWNER,2
229,229,189,OWNER,2
230,230,190,OWNER,1
231,231,191,OWNER,1
232,232,192,OWNER,3
233,233,193,OWNER,2
234,234,193,DISPONENT,2
235,235,194,OWNER,1
236,236,195,OWNER,1
237,237,195,DISPONENT,1
238,238,196,OWNER,2
239,239,197,OWNER,3
240,240,198,OWNER,1
241,241,199,OWNER,3
242,242,200,OWNER,2
243,243,201,OWNER,1
246,246,204,OWNER,2
247,247,205,OWNER,1
248,248,206,OWNER,1
249,249,206,DISPONENT,1
250,250,207,OWNER,2
251,251,208,OWNER,1
252,252,209,OWNER,1
253,253,210,OWNER,1
254,254,211,OWNER,2
255,255,212,OWNER,1
256,256,213,OWNER,1
257,257,214,OWNER,3
258,258,214,DISPONENT,3
259,259,215,OWNER,1
260,260,215,DISPONENT,1
261,261,216,OWNER,1
262,262,217,OWNER,3
263,263,218,OWNER,1
264,264,219,OWNER,2
265,265,220,OWNER,2
266,266,221,OWNER,2
267,267,222,OWNER,3
268,268,223,OWNER,3
269,269,224,OWNER,1
270,270,225,OWNER,3
271,271,225,DISPONENT,3
272,272,226,OWNER,2
273,273,227,OWNER,2
274,274,228,OWNER,3
275,275,229,OWNER,2
276,276,230,OWNER,1
277,277,230,DISPONENT,1
278,278,231,OWNER,2
279,279,231,DISPONENT,2
280,280,232,OWNER,2
282,282,234,OWNER,1
283,283,234,DISPONENT,1
284,284,235,OWNER,2
285,285,236,OWNER,1
286,286,236,DISPONENT,1
287,287,237,OWNER,2
288,288,238,OWNER,3
289,289,239,OWNER,2
290,290,240,OWNER,3
291,291,240,DISPONENT,3
292,292,241,OWNER,3
293,293,242,OWNER,2
294,294,243,OWNER,3
295,295,244,OWNER,3
296,296,245,OWNER,2
297,297,246,OWNER,1
298,298,246,DISPONENT,1
300,300,248,OWNER,1
301,301,249,OWNER,1
302,302,250,OWNER,2
303,303,251,OWNER,1
304,304,252,OWNER,1
305,305,253,OWNER,3
308,308,255,OWNER,2
309,309,256,OWNER,1
310,310,257,OWNER,2
311,311,258,OWNER,1
312,312,259,OWNER,1
313,313,260,OWNER,3
314,314,260,DISPONENT,3
315,315,261,OWNER,1
316,316,262,OWNER,3
317,317,263,OWNER,1
318,318,264,OWNER,3
319,319,265,OWNER,1
320,320,265,DISPONENT,1
321,321,266,OWNER,3
322,322,267,OWNER,3
323,323,267,DISPONENT,3
324,324,268,OWNER,1
325,325,269,OWNER,1
326,326,270,OWNER,1
327,327,270,DISPONENT,1
328,328,271,OWNER,1
329,329,272,OWNER,2
330,330,273,OWNER,1
331,331,274,OWNER,2
332,332,275,OWNER,3
333,333,276,OWNER,2
334,334,277,OWNER,3
335,335,278,OWNER,2
336,336,279,OWNER,3
337,337,279,DISPONENT,3
338,338,280,OWNER,1
339,339,281,OWNER,3
340,340,281,DISPONENT,3
341,341,282,OWNER,1
342,342,282,DISPONENT,1
343,343,283,OWNER,3
344,344,284,OWNER,3
345,345,285,OWNER,1
346,346,285,DISPONENT,1
347,347,286,OWNER,3
348,348,286,DISPONENT,3
349,349,287,OWNER,1
350,350,288,OWNER,3
351,351,289,OWNER,3
352,352,290,OWNER,1
353,353,291,OWNER,2
354,354,292,OWNER,2
355,355,292,DISPONENT,2
356,356,293,OWNER,3
357,357,293,DISPONENT,3
358,358,294,OWNER,3
359,359,295,OWNER,3
360,360,296,OWNER,1
361,361,297,OWNER,2
362,362,298,OWNER,3
363,363,298,DISPONENT,3
364,364,299,OWNER,1
365,365,300,OWNER,3
366,366,300,DISPONENT,3
367,367,301,OWNER,3
368,368,301,DISPONENT,3
369,369,302,OWNER,3
370,370,303,OWNER,1
371,371,304,OWNER,3
372,372,305,OWNER,1
373,373,306,OWNER,3
374,374,307,OWNER,2
375,375,308,OWNER,1
376,376,309,OWNER,1
378,378,311,OWNER,2
379,379,311,DISPONENT,2
380,380,312,OWNER,1
381,381,313,OWNER,2
382,382,313,DISPONENT,2
383,383,314,OWNER,2
384,384,314,DISPONENT,2
385,385,315,OWNER,2
386,386,316,OWNER,2
387,387,317,OWNER,2
388,388,318,OWNER,3
389,389,319,OWNER,2
390,390,320,OWNER,3
391,391,321,OWNER,2
392,392,322,OWNER,3
393,393,322,DISPONENT,3
394,394,323,OWNER,1
395,395,323,DISPONENT,1
396,396,324,OWNER,2
397,397,325,OWNER,2
398,398,326,OWNER,2
399,399,327,OWNER,1
400,400,328,OWNER,2
401,401,328,DISPONENT,2
402,402,329,OWNER,2
403,403,330,OWNER,2
404,404,330,DISPONENT,2
405,405,331,OWNER,1
406,406,332,OWNER,1
407,407,333,OWNER,1
408,408,334,OWNER,1
409,409,335,OWNER,3
410,410,336,OWNER,1
411,411,337,OWNER,2
412,412,337,DISPONENT,2
413,413,338,OWNER,3
414,414,339,OWNER,3
415,415,339,DISPONENT,3
416,416,340,OWNER,2
417,417,340,DISPONENT,2
418,418,341,OWNER,1
419,419,342,OWNER,1
420,420,343,OWNER,3
421,421,344,OWNER,1
422,422,345,OWNER,1
423,423,346,OWNER,1
424,424,347,OWNER,1
425,425,348,OWNER,1
426,426,349,OWNER,1
427,427,349,DISPONENT,1
428,428,350,OWNER,3
429,429,351,OWNER,3
430,430,352,OWNER,3
431,431,353,OWNER,3
432,432,354,OWNER,1
433,433,355,OWNER,3
434,434,356,OWNER,3
435,435,357,OWNER,2
436,436,358,OWNER,2
437,437,359,OWNER,2
438,438,360,OWNER,2
439,439,361,OWNER,1
440,440,362,OWNER,2
441,441,363,OWNER,3
442,442,364,OWNER,2
443,443,364,DISPONENT,2
444,444,365,OWNER,1
445,445,366,OWNER,3
446,446,366,DISPONENT,3
447,447,367,OWNER,2
448,448,368,OWNER,3
450,450,370,OWNER,2
451,451,371,OWNER,1
452,452,372,OWNER,1
453,453,373,OWNER,2
454,454,374,OWNER,1
455,455,375,OWNER,2
456,456,376,OWNER,3
457,457,377,OWNER,1
458,458,378,OWNER,1
459,459,379,OWNER,1
461,461,381,OWNER,1
462,462,382,OWNER,3
463,463,383,OWNER,2
464,464,384,OWNER,2
465,465,385,OWNER,1
466,466,386,OWNER,3
467,467,386,DISPONENT,3
468,468,387,OWNER,2
469,469,388,OWNER,2
470,470,389,OWNER,1
471,471,390,OWNER,2
472,472,391,OWNER,2
473,473,392,OWNER,3
474,474,393,OWNER,1
476,476,395,OWNER,2
477,477,395,DISPONENT,2
478,478,396,OWNER,3
479,479,397,OWNER,2
480,480,397,DISPONENT,2
481,481,398,OWNER,2
482,482,398,DISPONENT,2
483,483,399,OWNER,3
484,484,400,OWNER,1
485,485,401,OWNER,3
486,486,402,OWNER,1
487,487,403,OWNER,3
488,488,403,DISPONENT,3
489,489,404,OWNER,2
490,490,405,OWNER,2
491,491,406,OWNER,1
492,492,407,OWNER,2
493,493,408,OWNER,2
494,494,409,OWNER,2
495,495,410,OWNER,2
496,496,411,OWNER,3
497,497,412,OWNER,1
498,498,412,DISPONENT,1
499,499,413,OWNER,2
500,500,414,OWNER,3
501,501,415,OWNER,1
502,502,416,OWNER,3
503,503,417,OWNER,3
504,504,418,OWNER,3
505,505,419,OWNER,3
506,506,420,OWNER,1
507,507,421,OWNER,3
508,508,422,OWNER,1
509,509,423,OWNER,1
510,510,424,OWNER,1
511,511,425,OWNER,3
512,512,426,OWNER,2
513,513,427,OWNER,3
514,514,427,DISPONENT,3
515,515,428,OWNER,2
516,516,428,DISPONENT,2
517,517,429,OWNER,2
518,518,430,OWNER,3
519,519,431,OWNER,2
520,520,432,OWNER,3
521,521,433,OWNER,1
522,522,434,OWNER,2
523,523,435,OWNER,3
524,524,436,OWNER,2
525,525,436,DISPONENT,2
526,526,437,OWNER,1
527,527,437,DISPONENT,1
528,528,438,OWNER,2
529,529,439,OWNER,3
530,530,440,OWNER,1
531,531,441,OWNER,1
532,532,441,DISPONENT,1
533,533,442,OWNER,3
534,534,443,OWNER,1
535,535,444,OWNER,3
536,536,445,OWNER,2
537,537,446,OWNER,2
538,538,447,OWNER,3
540,540,449,OWNER,2
541,541,449,DISPONENT,2
542,542,450,OWNER,3
543,543,451,OWNER,1
544,544,452,OWNER,3
545,545,453,OWNER,2
546,546,454,OWNER,3
547,547,455,OWNER,2
548,548,456,OWNER,1
550,550,458,OWNER,3
551,551,459,OWNER,2
552,552,460,OWNER,3
553,553,460,DISPONENT,3
554,554,461,OWNER,2
555,555,461,DISPONENT,2
556,556,462,OWNER,3
557,557,463,OWNER,2
558,558,464,OWNER,1
559,559,465,OWNER,2
560,560,466,OWNER,2
561,561,467,OWNER,3
562,562,468,OWNER,2
563,563,469,OWNER,1
564,564,469,DISPONENT,1
565,565,470,OWNER,1
566,566,471,OWNER,1
567,567,471,DISPONENT,1
568,568,472,OWNER,1
569,569,473,OWNER,2
570,570,474,OWNER,3
571,571,475,OWNER,3
572,572,475,DISPONENT,3
573,573,476,OWNER,1
574,574,477,OWNER,1
575,575,478,OWNER,3
576,576,478,DISPONENT,3
577,577,479,OWNER,2
578,578,480,OWNER,2
579,579,481,OWNER,2
581,581,483,OWNER,3
582,582,484,OWNER,3
583,583,485,OWNER,1
584,584,486,OWNER,2
585,585,487,OWNER,1
586,586,487,DISPONENT,1
587,587,488,OWNER,1
588,588,489,OWNER,2
589,589,490,OWNER,2
590,590,491,OWNER,3
591,591,492,OWNER,1
592,592,493,OWNER,3
593,593,494,OWNER,3
596,596,496,OWNER,1
597,597,497,OWNER,1
598,598,498,OWNER,3
599,599,498,DISPONENT,3
601,601,500,OWNER,3
602,602,500,DISPONENT,3
603,603,501,OWNER,2
604,604,502,OWNER,1
605,605,503,OWNER,1
606,606,504,OWNER,1
607,607,505,OWNER,1
608,608,506,OWNER,2
609,609,507,OWNER,2
610,610,508,OWNER,2
611,611,509,OWNER,1
612,612,509,DISPONENT,1
613,613,510,OWNER,3
614,614,511,OWNER,3
615,615,512,OWNER,1
616,616,513,OWNER,2
617,617,514,OWNER,2
618,618,515,OWNER,1
619,619,516,OWNER,2
620,620,516,DISPONENT,2
621,621,517,OWNER,2
622,622,518,OWNER,2
623,623,519,OWNER,3
624,624,519,DISPONENT,3
625,625,520,OWNER,1
626,626,521,OWNER,3
627,627,522,OWNER,2
628,628,522,DISPONENT,2
629,629,523,OWNER,2
630,630,524,OWNER,2
631,631,525,OWNER,1
632,632,526,OWNER,1
633,633,526,DISPONENT,1
635,635,528,OWNER,2
636,636,528,DISPONENT,2
637,637,529,OWNER,3
638,638,530,OWNER,1
639,639,531,OWNER,1
640,640,532,OWNER,2
641,641,533,OWNER,3
642,642,533,DISPONENT,3
643,643,534,OWNER,3
644,644,535,OWNER,1
645,645,536,OWNER,3
646,646,537,OWNER,1
647,647,537,DISPONENT,1
648,648,538,OWNER,1
649,649,539,OWNER,2
651,651,540,OWNER,3
652,652,541,OWNER,3
653,653,542,OWNER,1
654,654,543,OWNER,2
655,655,544,OWNER,2
656,656,545,OWNER,2
657,657,546,OWNER,3
658,658,546,DISPONENT,3
659,659,547,OWNER,1
660,660,548,OWNER,3
661,661,548,DISPONENT,3
662,662,549,OWNER,1
663,663,550,OWNER,2
664,664,551,OWNER,2
665,665,552,OWNER,2
666,666,553,OWNER,2
667,667,554,OWNER,2
668,668,555,OWNER,3
669,669,556,OWNER,3
670,670,557,OWNER,3
671,671,558,OWNER,1
672,672,559,OWNER,2
673,673,560,OWNER,3
674,674,561,OWNER,1
675,675,562,OWNER,2
676,676,563,OWNER,3
677,677,564,OWNER,3
678,678,565,OWNER,2
679,679,566,OWNER,3
680,680,566,DISPONENT,3
681,681,567,OWNER,3
682,682,568,OWNER,2
683,683,569,OWNER,2
684,684,570,OWNER,1
685,685,571,OWNER,3
686,686,572,OWNER,3
687,687,572,DISPONENT,3
688,688,573,OWNER,1
689,689,574,OWNER,2
690,690,575,OWNER,3
691,691,575,DISPONENT,3
692,692,576,OWNER,2
693,693,576,DISPONENT,2
694,694,577,OWNER,3
695,695,578,OWNER,1
696,696,578,DISPONENT,1
697,697,579,OWNER,3
698,698,580,OWNER,2
699,699,581,OWNER,3
700,700,582,OWNER,1
702,702,584,OWNER,2
703,703,585,OWNER,1
704,704,586,OWNER,2
705,705,587,OWNER,2
706,706,588,OWNER,1
707,707,589,OWNER,2
708,708,590,OWNER,1
709,709,591,OWNER,2
710,710,592,OWNER,1
711,711,593,OWNER,1
712,712,594,OWNER,1
713,713,595,OWNER,1
714,714,596,OWNER,2
715,715,597,OWNER,3
716,716,598,OWNER,2
717,717,599,OWNER,1
718,718,599,DISPONENT,1
719,719,600,OWNER,2
720,720,601,OWNER,3
721,721,602,OWNER,2
722,722,603,OWNER,1
723,723,604,OWNER,1
724,724,605,OWNER,2
725,725,606,OWNER,1
726,726,607,OWNER,3
727,727,608,OWNER,3
728,728,608,DISPONENT,3
729,729,609,OWNER,1
730,730,609,DISPONENT,1
731,731,610,OWNER,3
732,732,610,DISPONENT,3
733,733,611,OWNER,3
734,734,611,DISPONENT,3
735,735,612,OWNER,3
736,736,612,DISPONENT,3
737,737,613,OWNER,3
738,738,614,OWNER,1
739,739,615,OWNER,2
740,740,616,OWNER,2
741,741,617,OWNER,3
742,742,618,OWNER,1
743,743,619,OWNER,3
744,744,620,OWNER,2
745,745,621,OWNER,1
746,746,621,DISPONENT,1
747,747,622,OWNER,1
748,748,623,OWNER,2
749,749,623,DISPONENT,2
750,750,624,OWNER,2
751,751,625,OWNER,1
752,752,626,OWNER,1
753,753,626,DISPONENT,1
754,754,627,OWNER,1
755,755,628,OWNER,1
756,756,629,OWNER,3
757,757,630,OWNER,2
758,758,631,OWNER,3
759,759,632,OWNER,2
760,760,633,OWNER,2
762,762,635,OWNER,3
763,763,636,OWNER,3
764,764,637,OWNER,2
765,765,638,OWNER,1
766,766,639,OWNER,3
767,767,639,DISPONENT,3
768,768,640,OWNER,2
769,769,641,OWNER,2
772,772,643,OWNER,2
773,773,644,OWNER,1
774,774,645,OWNER,1
775,775,646,OWNER,3
776,776,647,OWNER,2
777,777,647,DISPONENT,2
778,778,648,OWNER,1
779,779,649,OWNER,3
780,780,650,OWNER,2
781,781,651,OWNER,2
782,782,652,OWNER,1
783,783,653,OWNER,2
784,784,653,DISPONENT,2
785,785,654,OWNER,1
786,786,655,OWNER,2
787,787,656,OWNER,1
788,788,657,OWNER,3
789,789,658,OWNER,1
790,790,659,OWNER,2
791,791,660,OWNER,1
793,793,662,OWNER,3
794,794,662,DISPONENT,3
796,796,664,OWNER,3
797,797,665,OWNER,3
798,798,666,OWNER,1
799,799,666,DISPONENT,1
803,803,669,OWNER,3
804,804,669,DISPONENT,3
806,806,671,OWNER,1
807,807,672,OWNER,3
808,808,673,OWNER,1
809,809,674,OWNER,3
810,810,675,OWNER,3
811,811,675,DISPONENT,3
812,812,676,OWNER,1
813,813,677,OWNER,1
814,814,678,OWNER,1
815,815,679,OWNER,2
816,816,680,OWNER,1
818,818,682,OWNER,2
819,819,683,OWNER,1
820,820,683,DISPONENT,1
821,821,684,OWNER,1
822,822,685,OWNER,3
823,823,686,OWNER,3
824,824,687,OWNER,2
825,825,688,OWNER,2
826,826,689,OWNER,2
827,827,690,OWNER,1
828,828,690,DISPONENT,1
829,829,691,OWNER,3
830,830,692,OWNER,1
831,831,693,OWNER,3
832,832,694,OWNER,3
833,833,695,OWNER,2
834,834,696,OWNER,2
835,835,697,OWNER,3
836,836,697,DISPONENT,3
837,837,698,OWNER,1
838,838,698,DISPONENT,1
839,839,699,OWNER,1
840,840,700,OWNER,2
841,841,701,OWNER,1
842,842,702,OWNER,1
843,843,703,OWNER,3
844,844,704,OWNER,3
845,845,704,DISPONENT,3
846,846,705,OWNER,2
847,847,706,OWNER,3
849,849,708,OWNER,2
850,850,709,OWNER,3
851,851,710,OWNER,2
852,852,710,DISPONENT,2
853,853,711,OWNER,3
854,854,712,OWNER,1
855,855,713,OWNER,2
856,856,714,OWNER,3
857,857,715,OWNER,2
858,858,716,OWNER,2
859,859,717,OWNER,3
860,860,717,DISPONENT,3
861,861,718,OWNER,3
862,862,719,OWNER,3
863,863,720,OWNER,3
864,864,721,OWNER,1
865,865,721,DISPONENT,1
866,866,722,OWNER,1
870,870,725,OWNER,3
871,871,726,OWNER,2
872,872,727,OWNER,1
873,873,728,OWNER,2
874,874,729,OWNER,2
875,875,729,DISPONENT,2
876,876,730,OWNER,2
877,877,731,OWNER,1
878,878,731,DISPONENT,1
879,879,732,OWNER,2
880,880,733,OWNER,3
881,881,734,OWNER,2
882,882,735,OWNER,2
883,883,736,OWNER,2
884,884,736,DISPONENT,2
885,885,737,OWNER,2
886,886,738,OWNER,1
887,887,739,OWNER,3
888,888,740,OWNER,2
889,889,741,OWNER,1
890,890,742,OWNER,3
891,891,743,OWNER,3
892,892,744,OWNER,2
893,893,745,OWNER,1
894,894,746,OWNER,3
895,895,747,OWNER,1
896,896,748,OWNER,1
897,897,748,DISPONENT,1
898,898,749,OWNER,1
899,899,749,DISPONENT,1
900,900,750,OWNER,1
901,901,751,OWNER,2
902,902,752,OWNER,1
903,903,753,OWNER,3
904,904,754,OWNER,3
905,905,755,OWNER,1
906,906,756,OWNER,3
907,907,757,OWNER,2
908,908,758,OWNER,3
909,909,759,OWNER,1
910,910,760,OWNER,3
911,911,761,OWNER,2
912,912,762,OWNER,3
913,913,763,OWNER,3
914,914,764,OWNER,3
915,915,765,OWNER,2
916,916,766,OWNER,2
917,917,767,OWNER,1
918,918,768,OWNER,1
921,921,770,OWNER,1
922,922,771,OWNER,2
923,923,771,DISPONENT,2
924,924,772,OWNER,2
925,925,773,OWNER,2
926,926,774,OWNER,1
927,927,775,OWNER,2
928,928,776,OWNER,2
929,929,777,OWNER,3
930,930,778,OWNER,3
931,931,779,OWNER,2
932,932,780,OWNER,3
933,933,781,OWNER,3
934,934,781,DISPONENT,3
935,935,782,OWNER,1
936,936,782,DISPONENT,1
937,937,783,OWNER,2
938,938,784,OWNER,1
939,939,785,OWNER,3
940,940,786,OWNER,2
941,941,787,OWNER,1
942,942,788,OWNER,3
943,943,788,DISPONENT,3
944,944,789,OWNER,1
945,945,789,DISPONENT,1
946,946,790,OWNER,2
948,948,791,OWNER,3
949,949,792,OWNER,1
950,950,793,OWNER,1
951,951,793,DISPONENT,1
952,952,794,OWNER,2
953,953,795,OWNER,1
954,954,796,OWNER,3
955,955,797,OWNER,1
956,956,798,OWNER,2
957,957,799,OWNER,1
958,958,799,DISPONENT,1
959,959,800,OWNER,2
960,960,801,OWNER,1
961,961,802,OWNER,3
962,962,803,OWNER,3
963,963,804,OWNER,1
964,964,805,OWNER,3
965,965,806,OWNER,1
966,966,806,DISPONENT,1
967,967,807,OWNER,1
968,968,808,OWNER,3
970,970,809,OWNER,2
971,971,810,OWNER,3
972,972,810,DISPONENT,3
973,973,811,OWNER,1
974,974,811,DISPONENT,1
975,975,812,OWNER,1
976,976,813,OWNER,3
977,977,814,OWNER,1
978,978,815,OWNER,3
979,979,815,DISPONENT,3
980,980,816,OWNER,1
981,981,817,OWNER,2
984,984,819,OWNER,2
985,985,819,DISPONENT,2
986,986,820,OWNER,2
987,987,821,OWNER,2
988,988,822,OWNER,3
989,989,822,DISPONENT,3
990,990,823,OWNER,1
991,991,824,OWNER,1
992,992,825,OWNER,3
993,993,826,OWNER,2
994,994,827,OWNER,2
995,995,827,DISPONENT,2
996,996,828,OWNER,1
997,997,829,OWNER,2
998,998,829,DISPONENT,2
999,999,830,OWNER,3
1000,1000,830,DISPONENT,3
1001,1001,831,OWNER,2
1002,1002,832,OWNER,2
1003,1003,833,OWNER,1
1004,1004,834,OWNER,2
1006,1006,836,OWNER,2
1007,1007,836,DISPONENT,2
1008,1008,837,OWNER,1
1009,1009,838,OWNER,3
1010,1010,838,DISPONENT,3
1011,1011,839,OWNER,3
1012,1012,840,OWNER,2
1013,1013,840,DISPONENT,2
1014,1014,841,OWNER,2
1015,1015,842,OWNER,2
1016,1016,842,DISPONENT,2
1017,1017,843,OWNER,1
1018,1018,844,OWNER,2
1019,1019,845,OWNER,2
1020,1020,846,OWNER,1
1021,1021,847,OWNER,1
1022,1022,848,OWNER,2
1023,1023,849,OWNER,2
1024,1024,850,OWNER,1
1025,1025,851,OWNER,2
1026,1026,852,OWNER,2
1027,1027,853,OWNER,3
1028,1028,853,DISPONENT,3
1029,1029,854,OWNER,2
1030,1030,855,OWNER,2
1031,1031,856,OWNER,3
1032,1032,857,OWNER,3
1033,1033,857,DISPONENT,3
1034,1034,858,OWNER,1
1035,1035,859,OWNER,1
1036,1036,859,DISPONENT,1
1037,1037,860,OWNER,1
1038,1038,861,OWNER,3
1039,1039,862,OWNER,3
1040,1040,863,OWNER,2
1041,1041,864,OWNER,3
1042,1042,865,OWNER,1
1043,1043,865,DISPONENT,1
1044,1044,866,OWNER,3
1045,1045,867,OWNER,1
1046,1046,868,OWNER,3
1047,1047,869,OWNER,2
1048,1048,870,OWNER,2
1049,1049,871,OWNER,3
1050,1050,872,OWNER,2
1051,1051,873,OWNER,2
1052,1052,874,OWNER,2
1053,1053,874,DISPONENT,2
1054,1054,875,OWNER,1
1055,1055,876,OWNER,1
1056,1056,877,OWNER,3
1057,1057,878,OWNER,3
1058,1058,879,OWNER,1
1059,1059,880,OWNER,1
1060,1060,880,DISPONENT,1
1062,1062,882,OWNER,1
1063,1063,882,DISPONENT,1
1064,1064,883,OWNER,3
1065,1065,884,OWNER,2
1066,1066,885,OWNER,1
1067,1067,886,OWNER,1
1068,1068,887,OWNER,2
1069,1069,888,OWNER,3
1070,1070,888,DISPONENT,3
1071,1071,889,OWNER,2
1072,1072,890,OWNER,1
1073,1073,891,OWNER,1
1074,1074,891,DISPONENT,1
1075,1075,892,OWNER,3
1076,1076,893,OWNER,2
1077,1077,894,OWNER,3
1078,1078,895,OWNER,1
1079,1079,896,OWNER,2
1080,1080,897,OWNER,1
1081,1081,898,OWNER,2
1082,1082,899,OWNER,2
1083,1083,900,OWNER,2
1084,1084,900,DISPONENT,2
1085,1085,901,OWNER,2
1086,1086,902,OWNER,2
1087,1087,902,DISPONENT,2
1088,1088,903,OWNER,2
